id,name,badge_number,firebase_uid,status,lat,lng,performance_score,phone,police_station
"219","Manoj Pandey","KP-1219","FKUSR00513","Available","12.95298033239419","77.69521439341302","67","+91 9468447368","HAL Old Airport"
"220","Rakesh Trivedi","KP-1220","FKUSR00306","Off-Duty","12.9811464805314","77.61600990319099","70","+91 9957888664","Shivajinagar"
"221","Mohan Kumar","KP-1221","FKUSR00232","Available","12.97175418533574","77.54927626899423","70","+91 9582937607","Vijayanagara"
"222","Harish Singh","KP-1222","FKUSR00392","Available","12.97675652866308","77.61469338931659","68","+91 9596466657","Shivajinagar"
"223","Gopal Sharma","KP-1223","FKUSR00044","Off-Duty","12.98499841231049","77.57577914869549","65","+91 9498053687","Upparpet"
"224","Shankar Yadav","KP-1224","FKUSR00119","Available","12.92231168231571","77.64919503729809","69","+91 9474628143","HSR Layout"
"225","Ketan Patel","KP-1225","FKUSR00697","Busy","13.06399661463353","77.52799945335532","69","+91 9471671934","Jalahalli"
"226","Pradeep Devi","KP-1226","FKUSR00222","Available","12.84738616945768","77.64607224356122","69","+91 9884380222","Electronic City"
"227","Ajay Gupta","KP-1227","FKUSR00564","Busy","12.99222870163941","77.64487436019554","70","+91 9677995959","Banaswadi"
"228","Devendra Verma","KP-1228","FKUSR00216","Available","13.19097967913747","77.63854780410398","68","+91 9998404343","Chikkajala"
"229","Naveen Joshi","KP-1229","FKUSR00264","Available","12.97594615008916","77.59876206942447","67","+91 9401401795","Cubbon Park"
"230","Santosh Mishra","KP-1230","FKUSR00174","Available","13.00429332270754","77.69016337777525","65","+91 9600249659","K.R. Pura"
"231","Kiran Choudhary","KP-1231","FKUSR00133","Busy","12.92898155438813","77.57726866401099","64","+91 9463874722","Jayanagara"
"232","Asha Reddy","KP-1232","FKUSR00293","Available","13.01530032373967","77.53779132974314","66","+91 9371685049","Rajajinagar"
"233","Lata Nair","KP-1233","FKUSR00899","Busy","12.99252434840221","77.57780999227471","68","+91 9171636768","Sheshadripuram"
"234","Geeta Mehta","KP-1234","FKUSR00592","Available","12.94433005226139","77.56271262754457","65","+91 9947878628","Basavanagudi"
"235","Rekha Sen","KP-1235","FKUSR01126","Busy","12.97420719861223","77.56436459881142","65","+91 9124295956","Chamarajpet"
"236","Manju Das","KP-1236","FKUSR00161","Available","12.97923118975695","77.57808637320342","65","+91 9174548641","Upparpet"
"237","Anjali Roy","KP-1237","FKUSR00876","Available","12.93659040530397","77.69170036048361","68","+91 9188246198","HAL Old Airport"
"238","Meena Rao","KP-1238","FKUSR01350","Off-Duty","13.18351950528579","77.67870739836145","64","+91 9428060258","Chikkajala"
"239","Savita Pandey","KP-1239","FKUSR00067","Available","12.99749031733702","77.5712854656376","65","+91 9965974488","Malleshwaram"
"240","Poonam Trivedi","KP-1240","FKUSR00242","Available","12.96157163522756","77.51371186248234","64","+91 9240019372","Byatarayanapura"
"241","Dinesh Kumar","KP-1241","FKUSR00274","Available","12.97669348386669","77.57334434506969","66","+91 9424614198","Upparpet"
"242","Vinod Singh","KP-1242","FKUSR00479","Busy","12.96948018916235","77.5794251862193","66","+91 9325613846","Upparpet"
"243","Jitendra Sharma","KP-1243","FKUSR00774","Available","13.01684445460948","77.55088345023324","64","+91 9139238971","Rajajinagar"
"244","Alok Yadav","KP-1244","FKUSR00896","Available","12.97193178402526","77.53358339142628","63","+91 9160724727","Vijayanagara"
"245","Satish Patel","KP-1245","FKUSR00241","Busy","12.99937433650246","77.5553712540508","66","+91 9993169881","Malleshwaram"
"246","Subhash Devi","KP-1246","FKUSR00321","Available","12.97124836798455","77.549027204266","65","+91 9456156129","Magadi Road"
"247","Rajendra Gupta","KP-1247","FKUSR00645","Available","13.00835535036518","77.5679187792228","63","+91 9204899594","Malleshwaram"
"248","Yash Verma","KP-1248","FKUSR01010","Busy","12.96838086909861","77.56828279853313","66","+91 9951013335","City Market"
"249","Abhishek Joshi","KP-1249","FKUSR00620","Available","13.00076915247987","77.55045472782304","64","+91 9418655807","Rajajinagar"
"250","Vivek Mishra","KP-1250","FKUSR00808","Available","13.00446155107429","77.69324804652368","67","+91 9723477534","K.R. Pura"
